"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3F2DDB3)","00:00:00.0010000","40"
1,"barrier (389CB52)","00:00:00.0010000","39"
2,"u3 (3D825EA)","00:00:00.0010000","38"
3,"measurement (299553A)","00:00:00.0030000","37"
4,"if 1 then u3 (363FF0C)","00:00:00.0020000","34"
5,"u3 (283F772)","00:00:00.0010000","32"
6,"measurement (2A3B303)","00:00:00.0030000","31"
7,"if 1 then u3 (3C14B22)","00:00:00.0020000","28"
8,"if 2 then u3 (1CBA437)","00:00:00.0020000","26"
9,"if 3 then u3 (28C5F3)","00:00:00.0020000","24"
10,"u3 (16EF58F)","00:00:00.0010000","22"
11,"measurement (E6A20C)","00:00:00.0030000","21"
12,"if 1 then u3 (1BB274)","00:00:00.0020000","18"
13,"if 2 then u3 (F94616)","00:00:00.0020000","16"
14,"if 3 then u3 (C376CD)","00:00:00.0020000","14"
15,"if 4 then u3 (2DF2D39)","00:00:00.0020000","12"
16,"if 5 then u3 (1D89703)","00:00:00.0020000","10"
17,"if 6 then u3 (9D4F1C)","00:00:00.0020000","8"
18,"if 7 then u3 (187C7FD)","00:00:00.0020000","6"
19,"u3 (1C607E7)","00:00:00.0010000","4"
20,"measurement (3F64723)","00:00:00.0030000","3"
