"Operation Index","Operation Name","Latency","Priority"
0,"u3 (EC825F)","00:00:00.0010000","24"
1,"barrier (509557)","00:00:00.0010000","23"
2,"u3 (2D54016)","00:00:00.0010000","22"
3,"measurement (17F40CC)","00:00:00.0030000","21"
4,"if 1 then u3 (1794732)","00:00:00.0020000","18"
5,"u3 (14380CA)","00:00:00.0010000","16"
6,"measurement (35F871B)","00:00:00.0030000","15"
7,"if 1 then u3 (25BBFF8)","00:00:00.0020000","14"
8,"if 1 then u3 (139BFB8)","00:00:00.0020000","12"
9,"u3 (307BD7E)","00:00:00.0010000","10"
10,"measurement (345A972)","00:00:00.0030000","9"
11,"if 1 then u3 (172F505)","00:00:00.0020000","10"
12,"if 1 then u3 (10A9D30)","00:00:00.0020000","8"
13,"if 1 then u3 (15F86B4)","00:00:00.0020000","6"
14,"u3 (5BBC5B)","00:00:00.0010000","4"
15,"measurement (3399F34)","00:00:00.0030000","3"
