"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3ED7652)","00:00:00.0010000","17"
1,"u3 (35928E2)","00:00:00.0010000","19"
2,"cx (2226FF4)","00:00:00.0020000","18"
3,"barrier (335EF9A)","00:00:00.0010000","16"
4,"cx (E56C6B)","00:00:00.0020000","15"
5,"u3 (10CFCA)","00:00:00.0010000","13"
6,"measurement (974E1F)","00:00:00.0030000","12"
7,"measurement (151BF1B)","00:00:00.0030000","12"
8,"if 1 then u3 (3DFB7F7)","00:00:00.0020000","9"
9,"if 2 then u3 (2DD77B4)","00:00:00.0020000","7"
10,"if 3 then u3 (1C9355C)","00:00:00.0020000","5"
11,"measurement (12E03E)","00:00:00.0030000","3"
