"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3A3204C)","00:00:00.0010000","24"
1,"barrier (BC22B1)","00:00:00.0010000","23"
2,"u3 (29D383D)","00:00:00.0010000","22"
3,"measurement (386FA29)","00:00:00.0030000","21"
4,"if 1 then u3 (3BECB76)","00:00:00.0020000","18"
5,"u3 (1B5272E)","00:00:00.0010000","16"
6,"measurement (35E60A0)","00:00:00.0030000","15"
7,"if 1 then u3 (25165A7)","00:00:00.0020000","14"
8,"if 1 then u3 (DC92E3)","00:00:00.0020000","12"
9,"u3 (3C129FD)","00:00:00.0010000","10"
10,"measurement (1CA79E6)","00:00:00.0030000","9"
11,"if 1 then u3 (1E4917)","00:00:00.0020000","10"
12,"if 1 then u3 (11091D1)","00:00:00.0020000","8"
13,"if 1 then u3 (195205D)","00:00:00.0020000","6"
14,"u3 (23E234D)","00:00:00.0010000","4"
15,"measurement (2F3DB9)","00:00:00.0030000","3"
