"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3F6704D)","00:00:00.0010000","14"
1,"u3 (3A9F2BB)","00:00:00.0010000","10"
2,"cx (F98896)","00:00:00.0020000","13"
3,"u3 (C5CD47)","00:00:00.0010000","11"
4,"u3 (2F4377F)","00:00:00.0010000","10"
5,"cx (295F377)","00:00:00.0020000","9"
6,"u3 (3458F30)","00:00:00.0010000","7"
7,"u3 (17208B3)","00:00:00.0010000","6"
8,"u3 (1024E52)","00:00:00.0010000","6"
9,"cx (114C0E4)","00:00:00.0020000","5"
10,"measurement (1BAC80C)","00:00:00.0030000","3"
11,"measurement (3910872)","00:00:00.0030000","3"
12,"measurement (194C07)","00:00:00.0030000","3"
