"Operation Index","Operation Name","Latency","Priority"
0,"u3 (22C20FD)","00:00:00.0010000","18"
1,"barrier (38D28EC)","00:00:00.0010000","17"
2,"u3 (3F6704D)","00:00:00.0010000","16"
3,"cx (3A9F2BB)","00:00:00.0020000","15"
4,"u3 (F98896)","00:00:00.0010000","13"
5,"barrier (C5CD47)","00:00:00.0010000","12"
6,"u3 (2F4377F)","00:00:00.0010000","11"
7,"u3 (295F377)","00:00:00.0010000","11"
8,"cx (3458F30)","00:00:00.0020000","10"
9,"u3 (17208B3)","00:00:00.0010000","8"
10,"barrier (1024E52)","00:00:00.0010000","7"
11,"u3 (114C0E4)","00:00:00.0010000","6"
12,"u3 (1BAC80C)","00:00:00.0010000","6"
13,"u3 (3910872)","00:00:00.0010000","5"
14,"barrier (194C07)","00:00:00.0010000","4"
15,"measurement (E3AC44)","00:00:00.0030000","3"
