Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
2.0,0.03296533529411766,0.0016275282352941176,0.0014729058823529412,0.001698924705882354,0.0015572435294117647,0.0014593294117647055,0.0016787494117647065,0.001476568235294118,0.0015260741176470589,
2.1,0.0013167447058823531,0.002029390588235293,0.001452050588235294,0.0015057,0.0014698482352941177,0.0016394752941176472,0.0014162870588235294,0.0014436470588235293,0.001419598823529412,
2.2,0.0015089823529411768,0.001490884705882353,0.0014349447058823535,0.0015807247058823532,0.0016275964705882349,0.0016175799999999998,0.0015178952941176467,0.0014822882352941177,0.0017353152941176465,
2.3,0.0016125776470588234,0.0016203517647058819,0.0015329764705882354,0.001557556470588235,0.001480018823529411,0.0014552670588235295,0.001498577647058823,0.0017398247058823524,0.0015199647058823527,
2.4,0.003029437647058823,0.0014958494117647061,0.0014691929411764706,0.001460530588235294,0.0014198541176470587,0.0016297647058823533,0.0014180682352941173,0.0014356470588235293,0.0014566847058823525,
2.5,0.0012300023529411767,0.0015118741176470588,0.0014646364705882353,0.0015366411764705875,0.0015044141176470591,0.0014985764705882352,0.0014753658823529418,0.0014678152941176468,0.0016052223529411768,
2.6,0.010393022352941176,0.0016765188235294114,0.0021040752941176477,0.0014407882352941179,0.0014500564705882352,0.0014015329411764706,0.0013957811764705886,0.0015024458823529403,0.0014382517647058817,
2.7,0.001468721176470588,0.0014613788235294117,0.0014577647058823533,0.0014262482352941175,0.0016593999999999995,0.0014549929411764705,0.0014318376470588232,0.001502945882352942,0.0014905035294117649,
2.8,0.001422630588235295,0.0017117941176470583,0.0016097423529411756,0.001628068235294118,0.001575578823529412,0.0016024529411764704,0.0015027905882352944,0.001518681176470588,0.0015846941176470596,
2.9,0.0025130752941176474,0.0017381941176470592,0.0016046588235294117,0.0015829270588235296,0.0016328176470588247,0.0015838529411764707,0.001659981176470588,0.001589503529411765,0.0017837729411764708,
2.10,0.001714811764705882,0.0016878282352941175,0.0016044388235294121,0.001603577647058824,0.0016521223529411763,0.0016407305882352944,0.001957545882352941,0.0016385823529411765,0.001578276470588235,
2.11,0.0015234082352941177,0.0019853882352941186,0.0019011988235294124,0.0015430823529411764,0.0019474247058823525,0.0023771435294117653,0.001656004705882353,0.0020582199999999986,0.0016653388235294113,
