"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3F5B11)","00:00:00.0010000","24"
1,"u3 (23A33A0)","00:00:00.0010000","23"
2,"cx (BD0A2)","00:00:00.0020000","22"
3,"u3 (6A55BA)","00:00:00.0010000","20"
4,"cx (3BD0390)","00:00:00.0020000","19"
5,"u3 (1A52015)","00:00:00.0010000","13"
6,"u3 (2CE20C2)","00:00:00.0010000","12"
7,"u3 (13F26D9)","00:00:00.0010000","17"
8,"cx (3385DA1)","00:00:00.0020000","16"
9,"u3 (FB4AAC)","00:00:00.0010000","14"
10,"cx (D5A014)","00:00:00.0020000","13"
11,"u3 (382A0B9)","00:00:00.0010000","11"
12,"u3 (397A684)","00:00:00.0010000","11"
13,"cx (54DAA6)","00:00:00.0020000","10"
14,"u3 (2FBAFD8)","00:00:00.0010000","8"
15,"cx (2D92E9B)","00:00:00.0020000","7"
16,"u3 (1A2A379)","00:00:00.0010000","5"
17,"u3 (2B7BF41)","00:00:00.0010000","4"
18,"measurement (75B94E)","00:00:00.0030000","3"
