"Operation Index","Operation Name","Latency","Priority"
0,"u3 (11A2D84)","00:00:00.0010000","18"
1,"barrier (1EB99A9)","00:00:00.0010000","17"
2,"u3 (14866F6)","00:00:00.0010000","16"
3,"cx (38B9EAD)","00:00:00.0020000","15"
4,"u3 (3E89415)","00:00:00.0010000","13"
5,"barrier (32D34C0)","00:00:00.0010000","12"
6,"u3 (96DAC8)","00:00:00.0010000","11"
7,"u3 (14DB10D)","00:00:00.0010000","11"
8,"cx (3BB3978)","00:00:00.0020000","10"
9,"u3 (195053A)","00:00:00.0010000","8"
10,"barrier (23D2F0C)","00:00:00.0010000","7"
11,"u3 (26A76F)","00:00:00.0010000","6"
12,"u3 (15BE2ED)","00:00:00.0010000","6"
13,"u3 (3AFA55)","00:00:00.0010000","5"
14,"barrier (212CD02)","00:00:00.0010000","4"
15,"measurement (2A93513)","00:00:00.0030000","3"
