"Operation Index","Operation Name","Latency","Priority"
0,"u3 (307BD7E)","00:00:00.0010000","17"
1,"u3 (345A972)","00:00:00.0010000","19"
2,"cx (172F505)","00:00:00.0020000","18"
3,"barrier (10A9D30)","00:00:00.0010000","16"
4,"cx (15F86B4)","00:00:00.0020000","15"
5,"u3 (5BBC5B)","00:00:00.0010000","13"
6,"measurement (3399F34)","00:00:00.0030000","12"
7,"measurement (10698DA)","00:00:00.0030000","12"
8,"if 1 then u3 (13B5FAD)","00:00:00.0020000","9"
9,"if 2 then u3 (3165D16)","00:00:00.0020000","7"
10,"if 3 then u3 (3C945C6)","00:00:00.0020000","5"
11,"measurement (21373F6)","00:00:00.0030000","3"
