Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0793946, 00:00:00.0159128, 00:00:00.0062002
1.1, 1.1 Superdense coding of 0, 00:00:00.0141026, 00:00:00.0010926, 00:00:00.0012493
1.2, 1.2 Superdense coding of 1, 00:00:00.0193079, 00:00:00.0007434, 00:00:00.0017917
1.3, 1.3 Superdense coding of 2, 00:00:00.0279390, 00:00:00.0012051, 00:00:00.0025849
1.4, 1.4 Superdense coding of 3, 00:00:00.0169901, 00:00:00.0008751, 00:00:00.0015514
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0168844, 00:00:00.0011120, 00:00:00.0015115
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0248425, 00:00:00.0014797, 00:00:00.0022809
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0139228, 00:00:00.0009302, 00:00:00.0012593
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0130939, 00:00:00.0007296, 00:00:00.0011839
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0165943, 00:00:00.0014064, 00:00:00.0014506
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0161763, 00:00:00.0010996, 00:00:00.0014546
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0182986, 00:00:00.0008727, 00:00:00.0016809
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0177828, 00:00:00.0015985, 00:00:00.0015514
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0283509, 00:00:00.0012495, 00:00:00.0026394
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0941017, 00:00:00.0014363, 00:00:00.0092016
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:00.0725229, 00:00:00.0012744, 00:00:00.0070645
1.19, 1.19 bernstein-vazirani, 00:00:00.0229133, 00:00:00.0013477, 00:00:00.0020978
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0122227, 00:00:00.0007540, 00:00:00.0011157
1.22, 1.22 inverseqft1, 00:00:00.0170088, 00:00:00.0015236, 00:00:00.0014670
1.23, 1.23 inverseqft2, 00:00:00.0146421, 00:00:00.0010569, 00:00:00.0013171
