"Operation Index","Operation Name","Latency","Priority"
0,"u3 (F8E161)","00:00:00.0010000","24"
1,"barrier (BFEC6C)","00:00:00.0010000","23"
2,"u3 (2BF4FCE)","00:00:00.0010000","22"
3,"measurement (B9CE40)","00:00:00.0030000","21"
4,"if 1 then u3 (2884043)","00:00:00.0020000","18"
5,"u3 (2CA4261)","00:00:00.0010000","16"
6,"measurement (11C5569)","00:00:00.0030000","15"
7,"if 1 then u3 (1FF00B6)","00:00:00.0020000","14"
8,"if 1 then u3 (1F70667)","00:00:00.0020000","12"
9,"u3 (1AF39A7)","00:00:00.0010000","10"
10,"measurement (32906E6)","00:00:00.0030000","9"
11,"if 1 then u3 (713E1E)","00:00:00.0020000","10"
12,"if 1 then u3 (3FB2F0E)","00:00:00.0020000","8"
13,"if 1 then u3 (3D4A780)","00:00:00.0020000","6"
14,"u3 (279E386)","00:00:00.0010000","4"
15,"measurement (248FFB7)","00:00:00.0030000","3"
