"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2857A62)","00:00:00.0010000","14"
1,"u3 (2B14D73)","00:00:00.0010000","10"
2,"cx (3BB90C)","00:00:00.0020000","13"
3,"u3 (219816E)","00:00:00.0010000","11"
4,"u3 (2E58CE2)","00:00:00.0010000","10"
5,"cx (211F3FA)","00:00:00.0020000","9"
6,"u3 (2A193CE)","00:00:00.0010000","7"
7,"u3 (3AE323E)","00:00:00.0010000","6"
8,"u3 (11FC435)","00:00:00.0010000","6"
9,"cx (21DE5E3)","00:00:00.0020000","5"
10,"measurement (30D1501)","00:00:00.0030000","3"
11,"measurement (375BD11)","00:00:00.0030000","3"
12,"measurement (323A59A)","00:00:00.0030000","3"
