"Operation Index","Operation Name","Latency","Priority"
0,"u3 (FB22E5)","00:00:00.0010000","18"
1,"barrier (D43A0D)","00:00:00.0010000","17"
2,"u3 (3760A7B)","00:00:00.0010000","16"
3,"cx (3265E57)","00:00:00.0020000","15"
4,"u3 (595112)","00:00:00.0010000","13"
5,"barrier (323D9A5)","00:00:00.0010000","12"
6,"u3 (42A6D1)","00:00:00.0010000","11"
7,"u3 (257DD60)","00:00:00.0010000","11"
8,"cx (116C861)","00:00:00.0020000","10"
9,"u3 (1CD0B6F)","00:00:00.0010000","8"
10,"barrier (3566EA)","00:00:00.0010000","7"
11,"u3 (1E09E3B)","00:00:00.0010000","6"
12,"u3 (E59013)","00:00:00.0010000","6"
13,"u3 (1210AB)","00:00:00.0010000","5"
14,"barrier (A29604)","00:00:00.0010000","4"
15,"measurement (1B74627)","00:00:00.0030000","3"
