"Operation Index","Operation Name","Latency","Priority"
0,"u3 (C70F86)","00:00:00.0010000","24"
1,"barrier (2FF8BB7)","00:00:00.0010000","23"
2,"u3 (2FBE977)","00:00:00.0010000","22"
3,"measurement (2DB3536)","00:00:00.0030000","21"
4,"if 1 then u3 (1B4DEEE)","00:00:00.0020000","18"
5,"u3 (35BD65E)","00:00:00.0010000","16"
6,"measurement (23A8950)","00:00:00.0030000","15"
7,"if 1 then u3 (ED3D6)","00:00:00.0020000","14"
8,"if 1 then u3 (857287)","00:00:00.0020000","12"
9,"u3 (B106C6)","00:00:00.0010000","10"
10,"measurement (2393CFB)","00:00:00.0030000","9"
11,"if 1 then u3 (324D7)","00:00:00.0020000","10"
12,"if 1 then u3 (1C4B93)","00:00:00.0020000","8"
13,"if 1 then u3 (FEA830)","00:00:00.0020000","6"
14,"u3 (F3E9B8)","00:00:00.0010000","4"
15,"measurement (93377A)","00:00:00.0030000","3"
