"Operation Index","Operation Name","Latency","Priority"
0,"u3 (282F6DC)","00:00:00.0010000","17"
1,"u3 (29AADC0)","00:00:00.0010000","19"
2,"cx (3701BC0)","00:00:00.0020000","18"
3,"barrier (2F0F9C7)","00:00:00.0010000","16"
4,"cx (278C805)","00:00:00.0020000","15"
5,"u3 (23F0833)","00:00:00.0010000","13"
6,"measurement (3749D3)","00:00:00.0030000","12"
7,"measurement (1F1986C)","00:00:00.0030000","12"
8,"if 1 then u3 (17E5BD1)","00:00:00.0020000","9"
9,"if 2 then u3 (1713A59)","00:00:00.0020000","7"
10,"if 3 then u3 (FB0D27)","00:00:00.0020000","5"
11,"measurement (D37663)","00:00:00.0030000","3"
