"Operation Index","Operation Name","Latency","Priority"
0,"u3 (13D62AA)","00:00:00.0010000","14"
1,"u3 (3287800)","00:00:00.0010000","10"
2,"cx (6C3808)","00:00:00.0020000","13"
3,"u3 (3CDF849)","00:00:00.0010000","11"
4,"u3 (23DBA96)","00:00:00.0010000","10"
5,"cx (2B8F46)","00:00:00.0020000","9"
6,"u3 (188097C)","00:00:00.0010000","7"
7,"u3 (1C85560)","00:00:00.0010000","6"
8,"u3 (B0063)","00:00:00.0010000","6"
9,"cx (63037E)","00:00:00.0020000","5"
10,"measurement (37B1F72)","00:00:00.0030000","3"
11,"measurement (3541B09)","00:00:00.0030000","3"
12,"measurement (1F4F352)","00:00:00.0030000","3"
