"Operation Index","Operation Name","Latency","Priority"
0,"u3 (842D9A)","00:00:00.0010000","18"
1,"barrier (A59A6E)","00:00:00.0010000","17"
2,"u3 (1D26DE6)","00:00:00.0010000","16"
3,"cx (65DD1A)","00:00:00.0020000","15"
4,"u3 (394C5EA)","00:00:00.0010000","13"
5,"barrier (3AF541)","00:00:00.0010000","12"
6,"u3 (2129F4F)","00:00:00.0010000","11"
7,"u3 (2A799CD)","00:00:00.0010000","11"
8,"cx (3E4683D)","00:00:00.0020000","10"
9,"u3 (307AA26)","00:00:00.0010000","8"
10,"barrier (344FB5B)","00:00:00.0010000","7"
11,"u3 (16CD633)","00:00:00.0010000","6"
12,"u3 (D387D1)","00:00:00.0010000","6"
13,"u3 (36FC65D)","00:00:00.0010000","5"
14,"barrier (2EDF948)","00:00:00.0010000","4"
15,"measurement (25DC38B)","00:00:00.0030000","3"
